Marca,Modelo,Ano,Cor,País,Preço (€),Tipo
BMW,Serie 5,2018,Cinza,Reino Unido,50396,Novo
Ford,Mondeo,2021,Cinza,Alemanha,22221,Novo
Peugeot,208,2018,Azul,Portugal,24826,Novo
Audi,A4,2021,Branco,França,59481,Novo
Mercedes,Classe C,2021,Branco,França,49396,Novo
Mercedes,GLA,2019,Azul,França,36582,Novo
Renault,Captur,2021,Preto,Itália,32617,Novo
Audi,A3,2020,Branco,Espanha,37451,Novo
Volkswagen,Passat,2022,Prata,Alemanha,33990,Novo
Renault,Talisman,2018,Azul,Polônia,16874,Novo
Audi,Q3,2020,Branco,Alemanha,73558,Novo
Volkswagen,Tiguan,2018,Cinza,Reino Unido,28016,Novo
BMW,Serie 5,2022,Branco,Reino Unido,68940,Novo
Fiat,Tipo,2019,Branco,Países Baixos,15616,Novo
Audi,A4,2021,Azul,Alemanha,64767,Novo
Volkswagen,Golf,2019,Prata,Alemanha,22252,Novo
Ford,Mondeo,2020,Branco,Espanha,30501,Novo
Volkswagen,Passat,2019,Branco,Espanha,20356,Novo
Renault,Megane,2020,Verde,Alemanha,18689,Novo
BMW,Serie 5,2022,Cinza,Alemanha,45720,Novo
Mercedes,Classe A,2018,Cinza,Espanha,37551,Novo
Audi,A3,2021,Preto,Polônia,43668,Novo
Audi,Q3,2019,Branco,Itália,39085,Novo
Mercedes,Classe C,2020,Branco,Alemanha,54048,Novo
Volkswagen,Golf,2019,Cinza,Itália,40767,Novo
Mercedes,Classe A,2019,Branco,Portugal,87218,Novo
Peugeot,3008,2018,Prata,Portugal,17684,Novo
Mercedes,GLC,2018,Preto,França,46444,Novo
Renault,Talisman,2019,Cinza,França,20710,Novo
Fiat,Panda,2022,Azul,Países Baixos,26815,Novo
BMW,Serie 3,2019,Preto,Polônia,44651,Novo
Fiat,Tipo,2021,Branco,Polônia,19936,Novo
Volkswagen,Passat,2022,Preto,Alemanha,34568,Novo
Volkswagen,Polo,2019,Prata,Alemanha,23349,Novo
Peugeot,3008,2019,Cinza,Reino Unido,33404,Novo
Audi,A4,2022,Cinza,Portugal,84015,Novo
Renault,Captur,2021,Preto,Alemanha,15034,Novo
Volkswagen,Passat,2018,Prata,Reino Unido,21315,Novo
Fiat,Punto,2022,Prata,Alemanha,20908,Novo
BMW,X3,2022,Preto,Portugal,49807,Novo
Volkswagen,Polo,2020,Preto,Portugal,26095,Novo
Audi,A4,2021,Preto,Polônia,69526,Novo
Audi,A3,2022,Prata,Países Baixos,84554,Novo
Ford,Focus,2018,Branco,Portugal,36887,Novo
Renault,Captur,2021,Azul,Reino Unido,27626,Novo
Peugeot,5008,2020,Branco,Alemanha,27957,Novo
Mercedes,GLA,2018,Branco,França,68978,Novo
Audi,Q3,2020,Preto,Polônia,80976,Novo
BMW,X1,2021,Vermelho,Polônia,42205,Novo
Volkswagen,Tiguan,2020,Preto,Alemanha,18315,Novo
Mercedes,Classe A,2020,Branco,Países Baixos,79529,Novo
Peugeot,5008,2019,Azul,França,22388,Novo
BMW,Serie 3,2018,Branco,Reino Unido,33449,Novo
Renault,Captur,2021,Prata,Espanha,17579,Novo
Volkswagen,Golf,2021,Preto,Países Baixos,39474,Novo
Mercedes,GLA,2020,Prata,França,62525,Novo
Peugeot,3008,2021,Preto,Itália,22122,Novo
BMW,Serie 3,2022,Vermelho,França,37755,Novo
Renault,Clio,2019,Prata,Alemanha,15234,Novo
Fiat,Punto,2021,Cinza,Alemanha,17944,Novo
Audi,A3,2022,Vermelho,Países Baixos,56408,Novo
Volkswagen,Tiguan,2021,Preto,Espanha,18809,Novo
Volkswagen,Passat,2022,Branco,Alemanha,26349,Novo
Volkswagen,Polo,2022,Branco,Reino Unido,26617,Novo
Volkswagen,Polo,2022,Branco,Espanha,34691,Novo
BMW,X1,2018,Preto,Portugal,78632,Novo
BMW,Serie 5,2021,Vermelho,Alemanha,48895,Novo
Audi,Q5,2021,Cinza,Polônia,83208,Novo
Fiat,Panda,2022,Branco,França,19272,Novo
Ford,Mondeo,2020,Vermelho,Portugal,21933,Novo
Mercedes,GLA,2019,Branco,Itália,60157,Novo
Fiat,500,2020,Vermelho,Países Baixos,21790,Novo
Audi,Q5,2020,Verde,Espanha,51606,Novo
Peugeot,308,2020,Cinza,Polônia,19478,Novo
BMW,Serie 5,2020,Cinza,Países Baixos,35473,Novo
Renault,Talisman,2022,Preto,Alemanha,33560,Novo
Mercedes,GLC,2021,Preto,França,82070,Novo
Peugeot,308,2019,Branco,França,30174,Novo
Mercedes,Classe C,2018,Cinza,Espanha,83806,Novo
Ford,Mondeo,2019,Preto,Países Baixos,21334,Novo
BMW,X1,2019,Branco,Reino Unido,76536,Novo
Audi,A3,2022,Verde,Itália,44217,Novo
Fiat,Panda,2018,Verde,Países Baixos,22015,Novo
Audi,A3,2022,Azul,Países Baixos,53174,Novo
Renault,Megane,2020,Azul,Espanha,28841,Novo
Fiat,Tipo,2022,Azul,Reino Unido,14565,Novo
Fiat,Tipo,2020,Azul,Alemanha,22561,Novo
BMW,Serie 1,2018,Preto,Espanha,75624,Novo
BMW,Serie 5,2022,Prata,Polônia,39569,Novo
BMW,X3,2019,Preto,França,45489,Novo
Ford,Kuga,2021,Verde,Alemanha,29005,Novo
BMW,X1,2022,Vermelho,Polônia,42652,Novo
BMW,Serie 5,2020,Cinza,Portugal,64765,Novo
Mercedes,Classe C,2018,Branco,Itália,77369,Novo
Audi,Q5,2022,Branco,Países Baixos,77276,Novo
Peugeot,5008,2021,Azul,Portugal,30145,Novo
Peugeot,208,2021,Vermelho,Portugal,38030,Novo
Fiat,500,2021,Prata,Polônia,22344,Novo
Peugeot,208,2021,Cinza,Portugal,29131,Novo
Peugeot,208,2022,Prata,Espanha,22300,Novo
Renault,Clio,2022,Azul,Itália,27164,Novo
Volkswagen,Polo,2022,Prata,Itália,36300,Novo
Ford,Kuga,2022,Vermelho,França,34711,Novo
Fiat,500,2020,Branco,Polônia,15406,Novo
Volkswagen,Polo,2022,Vermelho,Portugal,30538,Novo
Volkswagen,Tiguan,2021,Prata,Polônia,18260,Novo
Volkswagen,Golf,2020,Branco,Itália,30769,Novo
Peugeot,208,2022,Cinza,Polônia,27882,Novo
BMW,X3,2020,Azul,Espanha,60157,Novo
BMW,Serie 3,2022,Branco,Espanha,56284,Novo
BMW,X3,2018,Vermelho,França,41471,Novo
Renault,Megane,2021,Preto,Portugal,15757,Novo
Fiat,Panda,2019,Preto,Polônia,15839,Novo
Peugeot,208,2019,Cinza,Espanha,19855,Novo
Volkswagen,Passat,2019,Cinza,Itália,33953,Novo
Ford,Mondeo,2018,Preto,Polônia,30286,Novo
Mercedes,GLC,2019,Azul,Portugal,71666,Novo
BMW,X1,2021,Branco,Espanha,46632,Novo
Audi,Q5,2018,Preto,Países Baixos,40458,Novo
Peugeot,308,2018,Preto,Espanha,28282,Novo
Audi,A3,2021,Cinza,Itália,60787,Novo
Volkswagen,Tiguan,2018,Preto,Alemanha,18239,Novo
Mercedes,Classe C,2021,Azul,Países Baixos,50333,Novo
Volkswagen,Passat,2021,Preto,Itália,44127,Novo
BMW,Serie 1,2022,Branco,Polônia,49277,Novo
Peugeot,5008,2018,Cinza,Portugal,22777,Novo
BMW,Serie 1,2018,Cinza,Alemanha,79022,Novo
Ford,Mondeo,2020,Vermelho,Alemanha,34295,Novo
Peugeot,308,2018,Branco,Reino Unido,33505,Novo
Renault,Captur,2018,Cinza,Portugal,19279,Novo
Peugeot,308,2021,Vermelho,Itália,27857,Novo
Fiat,500,2019,Vermelho,França,27350,Novo
BMW,Serie 3,2021,Branco,Espanha,58731,Novo
Ford,Fiesta,2019,Prata,Países Baixos,36062,Novo
Ford,Mondeo,2019,Preto,Países Baixos,32731,Novo
Fiat,Tipo,2018,Preto,Países Baixos,17464,Novo
Peugeot,3008,2020,Prata,França,38022,Novo
Renault,Captur,2018,Cinza,Reino Unido,23500,Novo
Audi,A4,2018,Vermelho,Polônia,37767,Novo
Audi,A4,2022,Azul,Alemanha,41669,Novo
Ford,Focus,2020,Azul,Itália,36774,Novo
Fiat,500,2020,Prata,Reino Unido,21880,Novo
Audi,A4,2021,Vermelho,Portugal,40493,Novo
Peugeot,208,2020,Preto,Polônia,25706,Novo
Audi,Q3,2022,Branco,Espanha,73369,Novo
Audi,A4,2020,Branco,Itália,53275,Novo
Volkswagen,Passat,2018,Cinza,França,42694,Novo
Fiat,Panda,2019,Verde,Portugal,21650,Novo
Mercedes,Classe C,2020,Azul,França,82498,Novo
Mercedes,Classe A,2019,Branco,Reino Unido,87259,Novo
Audi,A4,2021,Prata,Itália,45993,Novo
Ford,Mondeo,2022,Cinza,Alemanha,17538,Novo
Mercedes,GLC,2018,Branco,Itália,44369,Novo
Mercedes,GLC,2020,Vermelho,Alemanha,87924,Novo
Mercedes,GLA,2019,Cinza,Portugal,60629,Novo
Mercedes,GLA,2022,Verde,Países Baixos,33280,Novo
Fiat,500,2020,Branco,Portugal,17091,Novo
Peugeot,308,2019,Branco,Alemanha,31524,Novo
Volkswagen,Polo,2018,Prata,Itália,25636,Novo
BMW,Serie 3,2020,Preto,Itália,45794,Novo
Fiat,Panda,2020,Cinza,França,23967,Novo
BMW,Serie 1,2019,Vermelho,Países Baixos,35411,Novo
Mercedes,Classe C,2022,Preto,Espanha,43617,Novo
Renault,Captur,2022,Prata,Espanha,22497,Novo
Renault,Talisman,2019,Prata,Países Baixos,21170,Novo
Renault,Megane,2020,Branco,Espanha,29518,Novo
Volkswagen,Tiguan,2018,Preto,Portugal,40578,Novo
Fiat,Punto,2021,Preto,Espanha,15238,Novo
Ford,Focus,2022,Preto,França,24374,Novo
Fiat,Tipo,2021,Preto,Polônia,18424,Novo
Mercedes,GLC,2019,Azul,Países Baixos,86813,Novo
BMW,Serie 3,2019,Cinza,França,71001,Novo
Ford,Fiesta,2022,Preto,França,17300,Novo
Audi,A3,2021,Cinza,Polônia,74511,Novo
Fiat,500,2018,Preto,Portugal,24368,Novo
Fiat,Panda,2018,Preto,Polônia,12740,Novo
Renault,Megane,2019,Vermelho,França,17417,Novo
Mercedes,GLA,2018,Branco,Portugal,82485,Novo
Fiat,Panda,2021,Preto,Espanha,19807,Novo
Peugeot,5008,2021,Branco,Polônia,23778,Novo
Renault,Captur,2020,Branco,Portugal,34996,Novo
Ford,Mondeo,2019,Azul,Itália,23280,Novo
Audi,Q5,2019,Vermelho,Polônia,64629,Novo
Renault,Talisman,2020,Verde,França,27938,Novo
Audi,A4,2018,Azul,Espanha,72670,Novo
Peugeot,208,2020,Vermelho,Portugal,24866,Novo
Mercedes,Classe A,2020,Preto,França,36096,Novo
Audi,A3,2018,Preto,Itália,60740,Novo
Peugeot,208,2018,Branco,Países Baixos,28330,Novo
Ford,Fiesta,2019,Branco,Itália,36649,Novo
Mercedes,Classe C,2019,Cinza,França,52567,Novo
Mercedes,Classe A,2022,Cinza,França,53156,Novo
Fiat,500,2018,Preto,Itália,27759,Novo
Mercedes,Classe C,2019,Branco,França,31477,Novo
Audi,Q3,2020,Prata,Itália,30297,Novo
Volkswagen,Passat,2022,Branco,Países Baixos,28436,Novo
Audi,A3,2018,Cinza,Países Baixos,79382,Novo
Peugeot,208,2022,Preto,Espanha,19145,Novo
Renault,Megane,2020,Branco,Itália,20885,Novo
Audi,Q5,2020,Branco,Alemanha,52222,Novo
Renault,Megane,2021,Branco,Países Baixos,24711,Novo
BMW,X3,2020,Azul,Alemanha,55337,Novo
BMW,Serie 3,2021,Prata,Espanha,74865,Novo
Peugeot,3008,2018,Branco,Países Baixos,26917,Novo
Volkswagen,Polo,2020,Branco,Polônia,36683,Novo
Audi,A4,2019,Preto,Países Baixos,84237,Novo
Fiat,Panda,2020,Vermelho,Itália,25596,Novo
Fiat,Punto,2022,Prata,Reino Unido,15924,Novo
BMW,X3,2018,Preto,Itália,44505,Novo
Fiat,Tipo,2019,Vermelho,Países Baixos,17242,Novo
Renault,Clio,2018,Vermelho,Reino Unido,32461,Novo
Mercedes,Classe A,2021,Branco,Reino Unido,58886,Novo
BMW,Serie 1,2021,Preto,França,77789,Novo
Renault,Megane,2020,Prata,França,22800,Novo
Ford,Focus,2022,Branco,Alemanha,28318,Novo
Ford,Fiesta,2022,Prata,Itália,27049,Novo
Ford,Fiesta,2018,Preto,Espanha,35875,Novo
Renault,Talisman,2022,Cinza,Países Baixos,34703,Novo
Fiat,Punto,2020,Cinza,Portugal,16529,Novo
Fiat,Punto,2022,Cinza,Alemanha,21460,Novo
Renault,Talisman,2021,Branco,Alemanha,33932,Novo
Renault,Captur,2022,Vermelho,Polônia,30644,Novo
Renault,Megane,2018,Branco,Espanha,29157,Novo
BMW,Serie 3,2019,Azul,Países Baixos,64235,Novo
Mercedes,GLA,2019,Preto,Itália,42582,Novo
Renault,Captur,2020,Branco,França,20158,Novo
Fiat,Tipo,2022,Prata,França,23346,Novo
BMW,X1,2019,Azul,Reino Unido,50638,Novo
Audi,A3,2018,Prata,Espanha,59053,Novo
Fiat,Punto,2022,Branco,Alemanha,15467,Novo
Renault,Clio,2021,Cinza,França,23854,Novo
Renault,Clio,2019,Vermelho,Alemanha,20741,Novo
Mercedes,Classe A,2021,Vermelho,Polônia,84452,Novo
Audi,Q5,2019,Branco,Portugal,82716,Novo
Peugeot,208,2019,Preto,Itália,17642,Novo
Audi,Q5,2020,Preto,Espanha,49647,Novo
Volkswagen,Tiguan,2022,Preto,Reino Unido,34714,Novo
Mercedes,Classe C,2019,Cinza,Espanha,75155,Novo
Audi,A3,2019,Prata,Polônia,82004,Novo
BMW,Serie 1,2018,Verde,Reino Unido,69843,Novo
BMW,Serie 5,2018,Branco,Portugal,77082,Novo
Volkswagen,Golf,2019,Branco,Espanha,41763,Novo
Fiat,500,2021,Azul,Portugal,18119,Novo
Audi,Q3,2018,Cinza,Reino Unido,79638,Novo
BMW,Serie 3,2018,Branco,Itália,66499,Novo
Fiat,500,2021,Branco,Alemanha,14517,Novo
BMW,X3,2018,Cinza,Itália,58933,Novo
Audi,Q5,2020,Cinza,França,52927,Novo
Mercedes,GLC,2020,Cinza,Polônia,71485,Novo
Mercedes,GLC,2022,Cinza,Portugal,57554,Novo
Audi,Q5,2020,Preto,Alemanha,55462,Novo
Audi,Q3,2021,Branco,Países Baixos,82469,Novo
Renault,Clio,2018,Cinza,Países Baixos,33820,Novo
Fiat,500,2019,Cinza,Reino Unido,22179,Novo
Mercedes,Classe A,2020,Cinza,Polônia,52360,Novo
Fiat,Panda,2019,Azul,Reino Unido,24217,Novo
Ford,Mondeo,2019,Vermelho,Alemanha,39208,Novo
Audi,A4,2018,Branco,Itália,62913,Novo
BMW,Serie 3,2020,Prata,Países Baixos,72779,Novo
Ford,Focus,2022,Branco,Itália,28004,Novo
Fiat,Tipo,2020,Vermelho,Espanha,25413,Novo
BMW,X1,2019,Prata,Países Baixos,68077,Novo
Volkswagen,Tiguan,2019,Cinza,Portugal,39381,Novo
Ford,Focus,2018,Azul,Itália,19072,Novo
Renault,Megane,2019,Vermelho,Alemanha,21331,Novo
Mercedes,GLC,2019,Branco,Polônia,54774,Novo
BMW,Serie 1,2019,Azul,Países Baixos,67742,Novo
Fiat,Tipo,2020,Prata,Portugal,19890,Novo
BMW,X1,2018,Branco,Portugal,49396,Novo
Peugeot,3008,2019,Preto,Itália,33780,Novo
Ford,Kuga,2020,Vermelho,Alemanha,30165,Novo
Audi,A3,2022,Cinza,Portugal,72391,Novo
Audi,Q3,2021,Cinza,Países Baixos,58617,Novo
BMW,X3,2022,Cinza,Reino Unido,68801,Novo
BMW,Serie 5,2019,Cinza,Itália,67488,Novo
Fiat,500,2021,Preto,Itália,19803,Novo
BMW,Serie 3,2020,Vermelho,França,67761,Novo
Mercedes,GLA,2019,Branco,Itália,86715,Novo
Renault,Clio,2021,Branco,Espanha,23517,Novo
BMW,X1,2018,Cinza,Itália,66253,Novo
Audi,A3,2021,Preto,Países Baixos,42572,Novo
Audi,Q5,2020,Branco,Países Baixos,30867,Novo
Mercedes,Classe C,2018,Preto,Itália,81722,Novo
Peugeot,5008,2021,Branco,Países Baixos,18173,Novo
Audi,Q3,2018,Cinza,Reino Unido,81850,Novo
Ford,Focus,2022,Preto,Espanha,28573,Novo
Mercedes,GLC,2019,Cinza,Portugal,44950,Novo
Renault,Captur,2018,Cinza,Polônia,26052,Novo
BMW,Serie 5,2021,Prata,Polônia,51959,Novo
Audi,Q5,2019,Branco,Países Baixos,81859,Novo
Volkswagen,Polo,2020,Branco,Alemanha,42100,Novo
Volkswagen,Passat,2020,Prata,Alemanha,26056,Novo
Volkswagen,Golf,2021,Preto,Alemanha,22399,Novo
BMW,X3,2020,Branco,Portugal,77830,Novo
Mercedes,GLA,2021,Cinza,Polônia,60931,Novo
BMW,Serie 5,2018,Branco,França,62873,Novo
Fiat,Panda,2020,Preto,Reino Unido,13468,Novo
Peugeot,208,2019,Verde,França,35134,Novo
Peugeot,208,2019,Branco,Polônia,32041,Novo
Mercedes,Classe A,2021,Branco,Países Baixos,45517,Novo
BMW,X1,2020,Branco,Espanha,75152,Novo
Fiat,Punto,2018,Verde,Portugal,23438,Novo
BMW,Serie 3,2021,Branco,França,46660,Novo
Fiat,Punto,2022,Prata,Itália,15205,Novo
BMW,X3,2020,Vermelho,Países Baixos,75699,Novo
Peugeot,208,2021,Vermelho,França,35665,Novo
Renault,Talisman,2020,Branco,Itália,22522,Novo
Audi,Q3,2019,Azul,Alemanha,33635,Novo
BMW,X3,2018,Azul,Reino Unido,48506,Novo
Fiat,Panda,2018,Branco,Portugal,12436,Novo
Ford,Focus,2018,Branco,Reino Unido,17699,Novo
Fiat,Punto,2022,Preto,França,15819,Novo
Renault,Megane,2020,Cinza,Alemanha,32768,Novo
Fiat,Punto,2019,Azul,Países Baixos,13886,Novo
Audi,Q5,2021,Preto,Portugal,56453,Novo
Renault,Captur,2022,Azul,Alemanha,23862,Novo
Ford,Mondeo,2022,Vermelho,Países Baixos,37901,Novo
Volkswagen,Polo,2018,Verde,Países Baixos,28499,Novo
Volkswagen,Tiguan,2022,Branco,Polônia,32618,Novo
Volkswagen,Golf,2021,Azul,Países Baixos,35994,Novo
BMW,Serie 5,2021,Branco,França,41779,Novo
BMW,Serie 1,2019,Azul,Alemanha,66650,Novo
Ford,Focus,2019,Branco,Portugal,30608,Novo
Fiat,500,2020,Azul,Polônia,26307,Novo
Audi,Q5,2020,Vermelho,Alemanha,68281,Novo
Peugeot,5008,2018,Prata,Reino Unido,37394,Novo
Volkswagen,Passat,2021,Preto,Polônia,18245,Novo
Renault,Talisman,2022,Azul,Portugal,17790,Novo
Audi,Q5,2022,Branco,França,73335,Novo
Peugeot,308,2021,Branco,Espanha,23275,Novo
Mercedes,GLA,2018,Preto,Itália,72837,Novo
Peugeot,208,2020,Cinza,Portugal,31238,Novo
Fiat,Tipo,2020,Azul,Portugal,20504,Novo
BMW,Serie 5,2020,Vermelho,Alemanha,68444,Novo
Audi,Q3,2022,Preto,Alemanha,49258,Novo
Ford,Mondeo,2022,Vermelho,Reino Unido,17369,Novo
Audi,Q5,2018,Cinza,Itália,54543,Novo
Fiat,Tipo,2022,Preto,Países Baixos,27788,Novo
Mercedes,GLC,2021,Cinza,Itália,85996,Novo
Renault,Captur,2019,Vermelho,França,28531,Novo
Renault,Captur,2019,Prata,Espanha,30873,Novo
Audi,Q3,2021,Cinza,Portugal,37471,Novo
Renault,Megane,2018,Branco,Alemanha,19437,Novo
Renault,Captur,2019,Azul,Espanha,26710,Novo
Audi,Q5,2019,Preto,França,76420,Novo
Audi,A3,2019,Branco,Países Baixos,33610,Novo
Peugeot,5008,2021,Preto,Alemanha,22541,Novo
Peugeot,5008,2021,Preto,Portugal,30693,Novo
Renault,Clio,2022,Azul,Países Baixos,24072,Novo
Renault,Talisman,2022,Cinza,Países Baixos,33783,Novo
Renault,Captur,2022,Verde,Portugal,33192,Novo
Mercedes,GLA,2021,Branco,Polônia,47096,Novo
Volkswagen,Passat,2020,Branco,Portugal,33804,Novo
Fiat,500,2020,Branco,Espanha,14586,Novo
Volkswagen,Passat,2018,Preto,Espanha,42202,Novo
Fiat,Panda,2019,Vermelho,Países Baixos,20484,Novo
Ford,Mondeo,2022,Prata,Portugal,18900,Novo
Ford,Fiesta,2018,Preto,Países Baixos,28761,Novo
Peugeot,3008,2021,Branco,Reino Unido,22927,Novo
Audi,A3,2018,Prata,Países Baixos,37203,Novo
Fiat,Punto,2018,Prata,França,22935,Novo
Audi,A3,2020,Branco,Países Baixos,41578,Novo
BMW,Serie 5,2019,Preto,Portugal,56591,Novo
Ford,Mondeo,2019,Vermelho,Polônia,36065,Novo
Ford,Kuga,2018,Branco,Portugal,31019,Novo
Ford,Focus,2021,Cinza,Portugal,36806,Novo
Mercedes,Classe A,2021,Cinza,Itália,52925,Novo
Peugeot,3008,2021,Cinza,Portugal,30543,Novo
Mercedes,GLC,2021,Prata,Reino Unido,36671,Novo
Peugeot,308,2022,Azul,Portugal,34883,Novo
Fiat,Tipo,2021,Preto,Espanha,25546,Novo
Audi,A4,2022,Preto,Reino Unido,56545,Novo
Audi,Q5,2021,Preto,Itália,34795,Novo
Renault,Clio,2018,Branco,Portugal,34785,Novo
Mercedes,Classe C,2020,Cinza,França,31842,Novo
Renault,Megane,2019,Branco,Reino Unido,30260,Novo
Mercedes,Classe C,2019,Cinza,Alemanha,80615,Novo
Volkswagen,Passat,2021,Vermelho,Reino Unido,38171,Novo
BMW,Serie 1,2021,Branco,Portugal,71539,Novo
BMW,X1,2020,Branco,Alemanha,63185,Novo
Audi,A4,2022,Branco,Países Baixos,36577,Novo
Volkswagen,Passat,2020,Preto,Reino Unido,28768,Novo
Peugeot,308,2022,Cinza,Países Baixos,17241,Novo
Volkswagen,Tiguan,2019,Cinza,Espanha,19110,Novo
Audi,Q3,2022,Branco,Portugal,56125,Novo
Audi,A4,2019,Cinza,Itália,56629,Novo
Mercedes,GLA,2019,Branco,Espanha,69520,Novo
Ford,Mondeo,2022,Branco,Reino Unido,19414,Novo
Peugeot,3008,2022,Azul,Países Baixos,17476,Novo
Renault,Megane,2021,Prata,Portugal,17828,Novo
Mercedes,Classe A,2019,Preto,Portugal,54798,Novo
BMW,Serie 5,2021,Azul,Itália,76963,Novo
Volkswagen,Polo,2020,Prata,Itália,35766,Novo
Volkswagen,Passat,2018,Branco,Países Baixos,32240,Novo
BMW,Serie 3,2018,Cinza,Alemanha,42451,Novo
Peugeot,3008,2020,Cinza,Espanha,38786,Novo
Peugeot,3008,2022,Branco,Polônia,35802,Novo
Peugeot,308,2018,Branco,França,28071,Novo
Mercedes,Classe C,2019,Verde,Polônia,70468,Novo
Volkswagen,Passat,2022,Preto,França,25439,Novo
Mercedes,GLC,2021,Azul,Reino Unido,35622,Novo
Mercedes,GLA,2020,Preto,França,54057,Novo
BMW,Serie 3,2020,Preto,Reino Unido,43155,Novo
BMW,X3,2019,Azul,Países Baixos,74496,Novo
Peugeot,208,2019,Prata,Alemanha,31514,Novo
Ford,Fiesta,2020,Prata,Reino Unido,31512,Novo
Ford,Focus,2020,Branco,Países Baixos,38596,Novo
Mercedes,Classe C,2018,Azul,Países Baixos,85620,Novo
Peugeot,3008,2018,Cinza,Alemanha,21918,Novo
Volkswagen,Passat,2020,Branco,Reino Unido,40039,Novo
Fiat,500,2019,Cinza,França,23201,Novo
Renault,Clio,2022,Preto,Portugal,21725,Novo
Ford,Focus,2019,Branco,Espanha,35384,Novo
Ford,Focus,2020,Prata,Países Baixos,25807,Novo
BMW,Serie 5,2021,Azul,Itália,43300,Novo
Renault,Megane,2022,Preto,Alemanha,16440,Novo
Peugeot,5008,2021,Preto,França,28795,Novo
Peugeot,3008,2021,Preto,França,38948,Novo
Peugeot,5008,2022,Branco,França,19282,Novo
Renault,Megane,2018,Preto,Países Baixos,33100,Novo
Ford,Fiesta,2020,Prata,França,34193,Novo
BMW,X1,2022,Verde,Países Baixos,61482,Novo
Ford,Kuga,2018,Preto,Reino Unido,22443,Novo
BMW,X3,2018,Branco,Polônia,71233,Novo
Audi,Q5,2021,Vermelho,Reino Unido,52152,Novo
Mercedes,Classe C,2021,Cinza,Países Baixos,49114,Novo
BMW,Serie 3,2019,Branco,Itália,61614,Novo
Mercedes,Classe A,2020,Branco,Portugal,74429,Novo
Fiat,Punto,2022,Azul,Alemanha,12164,Novo
BMW,Serie 3,2022,Cinza,Países Baixos,79477,Novo
Volkswagen,Golf,2019,Cinza,Países Baixos,34833,Novo
Audi,A4,2020,Branco,Países Baixos,75995,Novo
BMW,Serie 3,2022,Prata,França,64860,Novo
Renault,Captur,2018,Preto,Portugal,25326,Novo
Renault,Talisman,2021,Prata,Polônia,18377,Novo
Peugeot,3008,2018,Branco,Reino Unido,21372,Novo
Ford,Kuga,2018,Vermelho,Reino Unido,39397,Novo
Audi,A3,2018,Vermelho,Reino Unido,50387,Novo
Ford,Kuga,2020,Azul,Polônia,37809,Novo
Ford,Focus,2018,Azul,Portugal,32402,Novo
Renault,Megane,2021,Azul,Espanha,25373,Novo
Audi,Q5,2020,Azul,Itália,59247,Novo
BMW,X3,2019,Cinza,França,46860,Novo
Volkswagen,Passat,2018,Azul,Alemanha,41620,Novo
BMW,X1,2018,Vermelho,Espanha,62900,Novo
Mercedes,GLC,2021,Vermelho,Reino Unido,83966,Novo
Ford,Focus,2021,Preto,França,22565,Novo
Mercedes,Classe A,2020,Vermelho,Espanha,76160,Novo
Renault,Megane,2020,Azul,Polônia,15985,Novo
Renault,Megane,2020,Preto,França,32146,Novo
Volkswagen,Passat,2019,Preto,Reino Unido,38316,Novo
Fiat,Tipo,2019,Preto,Alemanha,17852,Novo
BMW,X1,2022,Verde,França,59037,Novo
Audi,A4,2018,Preto,Itália,83127,Novo
Audi,Q5,2018,Branco,França,61450,Novo
Audi,A4,2022,Preto,França,74776,Novo
Volkswagen,Tiguan,2021,Azul,Portugal,31331,Novo
Renault,Talisman,2020,Branco,Reino Unido,17179,Novo
Mercedes,Classe C,2018,Cinza,Polônia,64091,Novo
Audi,Q3,2022,Cinza,Alemanha,65786,Novo
Renault,Clio,2021,Branco,Itália,25417,Novo
Volkswagen,Polo,2021,Azul,Países Baixos,41136,Novo
Fiat,Punto,2019,Azul,Polônia,15111,Novo
Mercedes,GLA,2021,Branco,Espanha,87025,Novo
Peugeot,3008,2019,Cinza,Alemanha,22440,Novo
BMW,X3,2019,Cinza,Itália,41754,Novo
BMW,Serie 1,2018,Branco,Países Baixos,69149,Novo
Ford,Focus,2022,Branco,Itália,38239,Novo
Mercedes,Classe C,2020,Cinza,Portugal,49687,Novo
Mercedes,GLC,2020,Preto,Itália,42844,Novo
Renault,Captur,2020,Azul,Países Baixos,16776,Novo
Ford,Focus,2019,Azul,Polônia,36419,Novo
Mercedes,GLC,2019,Branco,Alemanha,88139,Novo
BMW,Serie 1,2021,Vermelho,Reino Unido,79584,Novo
Renault,Clio,2018,Branco,Reino Unido,24751,Novo
BMW,X3,2022,Branco,Itália,71262,Novo
Renault,Captur,2021,Vermelho,Polônia,18491,Novo
Audi,A3,2021,Prata,Polônia,50157,Novo
Volkswagen,Passat,2021,Branco,França,33552,Novo
BMW,X3,2021,Preto,Países Baixos,52136,Novo
Audi,A3,2022,Cinza,Portugal,81238,Novo
Peugeot,5008,2019,Branco,Espanha,24782,Novo
Volkswagen,Polo,2020,Preto,França,33852,Novo
Fiat,Punto,2022,Cinza,Itália,22725,Novo
Peugeot,308,2018,Vermelho,Portugal,30878,Novo
BMW,Serie 5,2018,Cinza,Itália,74334,Novo
Volkswagen,Polo,2020,Cinza,Polônia,35994,Novo
Volkswagen,Golf,2018,Branco,Países Baixos,35908,Novo
Peugeot,3008,2022,Branco,Polônia,25925,Novo
