Marca,Modelo,Ano,Cor,País,Preço (€),Quilometragem (km),Tipo
Peugeot,5008,2010,Preto,Espanha,43579,106506,Usado
Audi,A3,2007,Prata,Espanha,46685,42054,Usado
Fiat,Punto,2013,Cinza,Espanha,7352,85047,Usado
Audi,A4,2011,Prata,Reino Unido,53107,153637,Usado
BMW,Serie 1,2022,Cinza,Países Baixos,36445,104791,Usado
Ford,Fiesta,2011,Cinza,Espanha,41848,188570,Usado
Fiat,Tipo,2017,Cinza,Espanha,7171,142374,Usado
Mercedes,Classe C,2016,Branco,Polônia,59571,170717,Usado
Renault,Captur,2001,Branco,Itália,55855,6432,Usado
Fiat,500,2008,Cinza,Polônia,27552,80952,Usado
Volkswagen,Tiguan,2010,Preto,Reino Unido,47586,199441,Usado
BMW,Serie 1,2017,Azul,Itália,30760,55939,Usado
Renault,Megane,2013,Cinza,Itália,59227,27544,Usado
Renault,Megane,2005,Cinza,Itália,16036,198229,Usado
Fiat,Punto,2012,Branco,Países Baixos,4637,16427,Usado
Peugeot,308,2000,Cinza,França,39397,22961,Usado
BMW,Serie 5,2018,Azul,Espanha,50670,79313,Usado
Renault,Captur,2011,Branco,Portugal,54300,135888,Usado
Mercedes,Classe C,2011,Branco,França,25208,62385,Usado
Peugeot,3008,2011,Azul,Alemanha,25506,154175,Usado
BMW,X1,2019,Cinza,Itália,26130,156367,Usado
Peugeot,208,2002,Preto,Espanha,33000,162866,Usado
Audi,Q3,2004,Preto,Itália,34136,42698,Usado
Fiat,Panda,2018,Branco,Reino Unido,11446,216833,Usado
Audi,A4,2003,Azul,França,7454,200963,Usado
Peugeot,5008,2020,Branco,Itália,8999,68315,Usado
Peugeot,5008,2020,Cinza,Espanha,25422,161293,Usado
BMW,X1,2007,Prata,França,50513,191008,Usado
Fiat,Tipo,2003,Cinza,Espanha,19068,38311,Usado
BMW,Serie 3,2019,Vermelho,Países Baixos,31813,126405,Usado
BMW,X1,2003,Preto,França,52909,10966,Usado
Mercedes,GLC,2017,Cinza,Portugal,35272,232260,Usado
Peugeot,5008,2015,Preto,Alemanha,54612,19741,Usado
Ford,Mondeo,2017,Preto,Portugal,52587,79567,Usado
Volkswagen,Tiguan,2012,Preto,Países Baixos,57848,217755,Usado
Volkswagen,Passat,2022,Preto,Alemanha,43048,80558,Usado
Audi,A3,2019,Branco,Alemanha,23344,201718,Usado
Mercedes,Classe A,2003,Prata,França,34522,207985,Usado
Mercedes,GLC,2020,Prata,Espanha,35213,123883,Usado
Ford,Focus,2007,Prata,Portugal,50946,179837,Usado
Renault,Captur,2012,Cinza,Alemanha,40485,110812,Usado
BMW,Serie 5,2013,Cinza,Itália,35291,112397,Usado
BMW,X1,2012,Preto,Itália,19579,128825,Usado
Ford,Fiesta,2008,Cinza,Reino Unido,13591,96856,Usado
Fiat,Tipo,2013,Branco,Polônia,58450,24979,Usado
Volkswagen,Polo,2018,Azul,Portugal,36076,232594,Usado
Renault,Clio,2015,Branco,Reino Unido,29457,34314,Usado
Volkswagen,Golf,2019,Cinza,Países Baixos,23160,7371,Usado
Volkswagen,Golf,2017,Preto,Itália,45087,45852,Usado
BMW,X1,2021,Branco,Espanha,42523,122857,Usado
BMW,X3,2010,Cinza,Itália,46189,103133,Usado
Mercedes,Classe A,2010,Prata,Polônia,28062,237494,Usado
Renault,Megane,2006,Preto,Países Baixos,51602,151600,Usado
BMW,Serie 3,2020,Cinza,Itália,53825,129440,Usado
Ford,Focus,2009,Preto,Portugal,22620,40480,Usado
Peugeot,5008,2017,Azul,França,14339,71704,Usado
Audi,A4,2020,Azul,Alemanha,31463,62549,Usado
Peugeot,208,2002,Cinza,Espanha,46696,222524,Usado
Mercedes,Classe A,2014,Preto,Alemanha,49385,86388,Usado
Mercedes,Classe C,2019,Branco,Alemanha,27836,198951,Usado
BMW,Serie 3,2009,Cinza,Itália,46852,148034,Usado
Ford,Focus,2020,Preto,Reino Unido,50825,195898,Usado
Mercedes,GLA,2008,Preto,Países Baixos,48768,81584,Usado
Volkswagen,Tiguan,2002,Branco,Espanha,8541,241307,Usado
Renault,Clio,2009,Prata,Portugal,14133,72983,Usado
Mercedes,Classe C,2015,Branco,Alemanha,10931,69919,Usado
Audi,A3,2017,Branco,Polônia,37170,16945,Usado
Peugeot,3008,2002,Cinza,Espanha,6505,127795,Usado
Peugeot,3008,2020,Preto,Portugal,21583,153107,Usado
Ford,Kuga,2006,Branco,Itália,42779,91020,Usado
Renault,Captur,2005,Azul,Países Baixos,59139,158935,Usado
Audi,Q3,2009,Cinza,Itália,8760,221180,Usado
BMW,Serie 3,2012,Vermelho,Polônia,53999,245692,Usado
Mercedes,Classe A,2009,Cinza,Polônia,24061,104710,Usado
Fiat,Panda,2021,Verde,Países Baixos,21146,72478,Usado
Ford,Fiesta,2001,Prata,Países Baixos,25771,181191,Usado
Volkswagen,Tiguan,2017,Azul,Países Baixos,59204,36428,Usado
Fiat,Tipo,2016,Preto,França,31874,237225,Usado
Volkswagen,Tiguan,2007,Azul,Países Baixos,18889,54518,Usado
BMW,Serie 1,2001,Branco,Itália,19205,200047,Usado
BMW,Serie 5,2004,Cinza,Polônia,49171,177491,Usado
Volkswagen,Passat,2002,Preto,França,31728,121893,Usado
Audi,A3,2021,Branco,Países Baixos,4181,74163,Usado
Renault,Talisman,2022,Azul,Itália,8551,104951,Usado
Audi,A3,2012,Prata,Alemanha,17002,121696,Usado
Peugeot,3008,2019,Preto,Reino Unido,25927,112945,Usado
BMW,X1,2010,Verde,França,45354,220125,Usado
Mercedes,GLC,2008,Cinza,Itália,22661,21333,Usado
Mercedes,GLA,2019,Azul,Portugal,10302,158165,Usado
Peugeot,208,2000,Verde,Países Baixos,32109,192619,Usado
Mercedes,GLA,2010,Preto,Itália,49532,206881,Usado
Fiat,Tipo,2015,Branco,França,40189,37469,Usado
Volkswagen,Tiguan,2017,Prata,Polônia,39066,199706,Usado
Volkswagen,Polo,2006,Cinza,Alemanha,11579,145867,Usado
Fiat,Panda,2006,Vermelho,Itália,4511,203605,Usado
Ford,Focus,2021,Azul,Reino Unido,32002,19150,Usado
Renault,Talisman,2021,Cinza,Portugal,32534,42625,Usado
Audi,A3,2004,Preto,Portugal,14101,85740,Usado
Peugeot,3008,2018,Prata,Espanha,30986,211358,Usado
Renault,Megane,2018,Cinza,Polônia,14504,207732,Usado
BMW,Serie 5,2007,Azul,Reino Unido,23646,103893,Usado
BMW,X3,2012,Preto,Itália,59076,168752,Usado
Ford,Fiesta,2014,Preto,França,34580,137769,Usado
Mercedes,Classe A,2020,Azul,Espanha,26157,15149,Usado
Ford,Fiesta,2021,Azul,Alemanha,53864,48987,Usado
BMW,Serie 3,2022,Branco,França,17010,34198,Usado
Mercedes,GLC,2005,Cinza,Itália,20510,164083,Usado
Audi,A4,2010,Prata,Reino Unido,6799,214541,Usado
Fiat,Tipo,2004,Preto,Portugal,54071,77891,Usado
Volkswagen,Polo,2022,Preto,Países Baixos,47679,27642,Usado
Mercedes,Classe C,2018,Cinza,Polônia,25322,195266,Usado
Mercedes,Classe C,2010,Cinza,Reino Unido,25881,35669,Usado
Ford,Focus,2002,Cinza,Espanha,55596,86752,Usado
Audi,A3,2012,Preto,França,51710,30272,Usado
Audi,Q5,2014,Cinza,Reino Unido,6580,120830,Usado
Ford,Focus,2012,Azul,Alemanha,30118,109291,Usado
Ford,Fiesta,2002,Cinza,França,43426,231861,Usado
Volkswagen,Polo,2006,Cinza,Países Baixos,28420,113150,Usado
Renault,Captur,2015,Verde,Itália,27787,131749,Usado
Renault,Talisman,2007,Cinza,Alemanha,5073,170806,Usado
Ford,Focus,2015,Vermelho,Polônia,41106,197829,Usado
Renault,Megane,2019,Azul,Portugal,16188,144006,Usado
Peugeot,308,2006,Azul,Portugal,42132,31046,Usado
Volkswagen,Passat,2003,Cinza,Espanha,23454,113395,Usado
Audi,A4,2012,Preto,Itália,40789,161707,Usado
Renault,Clio,2009,Branco,Portugal,58582,99903,Usado
Mercedes,Classe A,2009,Preto,Reino Unido,57346,40852,Usado
Audi,A3,2015,Cinza,Países Baixos,42787,177950,Usado
Volkswagen,Polo,2018,Vermelho,Polônia,35905,35191,Usado
Mercedes,Classe A,2021,Cinza,Reino Unido,37594,183831,Usado
Mercedes,Classe C,2001,Branco,Alemanha,34700,115157,Usado
Fiat,Panda,2017,Branco,Países Baixos,33022,164206,Usado
Ford,Focus,2018,Branco,Espanha,18922,49473,Usado
Fiat,500,2015,Preto,Espanha,34860,187187,Usado
Mercedes,Classe C,2008,Azul,França,45862,104637,Usado
Fiat,Punto,2005,Cinza,Reino Unido,6408,89240,Usado
Renault,Captur,2005,Azul,Polônia,37773,248068,Usado
Peugeot,3008,2004,Vermelho,Países Baixos,29084,207988,Usado
Renault,Captur,2015,Prata,Países Baixos,39161,226688,Usado
Audi,A3,2019,Branco,Itália,49179,124931,Usado
Audi,A4,2022,Cinza,Espanha,43128,5100,Usado
Renault,Megane,2003,Preto,França,26130,128982,Usado
Audi,A3,2001,Prata,Países Baixos,12002,98165,Usado
Renault,Clio,2005,Branco,Itália,27744,62620,Usado
Ford,Mondeo,2000,Preto,Países Baixos,22439,60313,Usado
Renault,Talisman,2008,Azul,Alemanha,55811,168963,Usado
Peugeot,5008,2004,Branco,Itália,34779,236926,Usado
Audi,A4,2016,Azul,Espanha,51436,117020,Usado
Mercedes,GLA,2010,Cinza,Polônia,34359,166270,Usado
Renault,Talisman,2015,Preto,Portugal,3989,226559,Usado
Audi,A4,2020,Preto,Polônia,13160,59746,Usado
Audi,Q3,2012,Preto,Portugal,32199,14565,Usado
Audi,Q5,2020,Preto,Reino Unido,15835,207993,Usado
Renault,Captur,2004,Cinza,França,9995,198029,Usado
Ford,Kuga,2017,Branco,Portugal,19307,56148,Usado
Fiat,Panda,2005,Azul,França,20615,69217,Usado
Peugeot,5008,2003,Vermelho,Reino Unido,10706,244155,Usado
Audi,Q3,2001,Preto,Polônia,30275,37489,Usado
Volkswagen,Golf,2022,Preto,Países Baixos,33432,246615,Usado
BMW,X1,2003,Branco,Reino Unido,5064,80573,Usado
Volkswagen,Tiguan,2006,Preto,Itália,59978,209919,Usado
Audi,A4,2008,Branco,Países Baixos,9084,27639,Usado
BMW,X3,2017,Prata,Portugal,51379,238959,Usado
Renault,Clio,2003,Branco,Polônia,48820,197313,Usado
BMW,Serie 1,2013,Azul,Itália,5480,187170,Usado
BMW,Serie 1,2021,Vermelho,Reino Unido,37789,216403,Usado
Audi,A3,2011,Vermelho,Portugal,39972,207143,Usado
Renault,Megane,2015,Cinza,Itália,41069,242042,Usado
Renault,Megane,2005,Vermelho,Reino Unido,10850,175881,Usado
Fiat,Panda,2007,Cinza,Itália,50500,214253,Usado
Renault,Megane,2009,Azul,Reino Unido,37256,248501,Usado
Renault,Captur,2009,Prata,Portugal,6764,231426,Usado
Mercedes,GLA,2004,Preto,Reino Unido,6905,21356,Usado
Ford,Kuga,2009,Preto,Itália,45531,144549,Usado
Fiat,Tipo,2001,Cinza,Espanha,40810,42360,Usado
Peugeot,208,2016,Prata,Espanha,19053,204339,Usado
Ford,Mondeo,2010,Branco,Itália,13720,222837,Usado
Renault,Talisman,2006,Preto,Espanha,4251,196565,Usado
Audi,Q5,2009,Preto,Países Baixos,3817,106213,Usado
Mercedes,GLA,2009,Prata,Espanha,40564,73821,Usado
Volkswagen,Golf,2012,Cinza,Países Baixos,56271,162953,Usado
Fiat,Punto,2006,Branco,Polônia,6027,205501,Usado
Renault,Clio,2008,Cinza,Itália,35065,137005,Usado
Fiat,Punto,2019,Cinza,Portugal,11541,224746,Usado
BMW,X3,2003,Cinza,Itália,48348,231430,Usado
Fiat,Tipo,2009,Preto,Polônia,27953,241538,Usado
Peugeot,208,2018,Cinza,Itália,12857,223648,Usado
Fiat,500,2000,Preto,Alemanha,32926,200393,Usado
Renault,Clio,2020,Preto,Espanha,3958,228437,Usado
Fiat,Tipo,2007,Prata,Alemanha,17230,223087,Usado
Mercedes,GLC,2022,Azul,Alemanha,11260,170986,Usado
Fiat,Panda,2019,Branco,França,38269,28244,Usado
BMW,X1,2011,Prata,Portugal,7587,217693,Usado
Peugeot,308,2010,Prata,Espanha,36991,201418,Usado
Peugeot,3008,2001,Preto,França,50715,120790,Usado
Mercedes,Classe A,2000,Azul,França,41449,70893,Usado
Renault,Captur,2015,Preto,Países Baixos,43707,187985,Usado
Audi,Q5,2004,Preto,Portugal,24188,205184,Usado
Volkswagen,Polo,2003,Preto,França,20204,229673,Usado
Fiat,Punto,2002,Cinza,Espanha,35125,108827,Usado
Peugeot,5008,2004,Azul,Reino Unido,38044,171257,Usado
Fiat,Panda,2000,Preto,Reino Unido,22899,206110,Usado
Mercedes,GLA,2010,Prata,Espanha,5502,22861,Usado
Peugeot,208,2000,Branco,Portugal,26895,158493,Usado
Volkswagen,Tiguan,2018,Preto,Portugal,20940,124356,Usado
Ford,Focus,2005,Preto,Polônia,17396,101162,Usado
Fiat,500,2021,Cinza,Polônia,30224,244205,Usado
Volkswagen,Tiguan,2006,Cinza,Reino Unido,31833,107172,Usado
Mercedes,GLC,2013,Branco,Polônia,13966,101542,Usado
Peugeot,5008,2020,Cinza,Alemanha,38011,187571,Usado
Volkswagen,Tiguan,2013,Prata,Reino Unido,23062,215774,Usado
Renault,Megane,2007,Branco,Polônia,11338,50965,Usado
Ford,Focus,2022,Prata,Itália,33547,66559,Usado
BMW,Serie 5,2011,Preto,Países Baixos,22268,151092,Usado
Audi,Q3,2007,Cinza,Reino Unido,3561,185909,Usado
BMW,Serie 3,2001,Preto,Alemanha,31147,232870,Usado
Peugeot,3008,2003,Azul,Reino Unido,30132,34363,Usado
Ford,Focus,2021,Branco,Itália,17094,12807,Usado
BMW,X1,2019,Verde,Países Baixos,53294,105389,Usado
Mercedes,Classe A,2007,Azul,Polônia,24298,134242,Usado
Volkswagen,Tiguan,2012,Branco,Espanha,53939,214280,Usado
Peugeot,308,2007,Preto,Polônia,30633,144901,Usado
BMW,Serie 3,2004,Azul,Portugal,34250,101819,Usado
Fiat,Panda,2019,Vermelho,Países Baixos,43403,137233,Usado
Ford,Mondeo,2019,Branco,Alemanha,31434,218306,Usado
Mercedes,GLA,2000,Prata,Portugal,8853,100869,Usado
Audi,A3,2012,Cinza,Países Baixos,23886,91729,Usado
BMW,Serie 1,2006,Preto,Portugal,21339,217221,Usado
Renault,Megane,2000,Preto,França,41900,113459,Usado
Mercedes,GLA,2000,Vermelho,França,5906,213936,Usado
Peugeot,5008,2010,Azul,Espanha,30097,32348,Usado
BMW,X3,2002,Cinza,Reino Unido,59299,145588,Usado
Audi,Q3,2007,Cinza,Itália,10146,147181,Usado
Mercedes,Classe A,2017,Branco,Polônia,8030,29911,Usado
BMW,X1,2005,Branco,Portugal,54507,197349,Usado
Peugeot,308,2016,Azul,Polônia,44849,98502,Usado
Volkswagen,Golf,2018,Prata,Espanha,26490,168942,Usado
Renault,Clio,2012,Azul,Alemanha,8185,149891,Usado
Ford,Fiesta,2004,Branco,Reino Unido,40365,140696,Usado
BMW,Serie 3,2001,Preto,Espanha,12163,247788,Usado
Fiat,Tipo,2010,Prata,Itália,27201,52647,Usado
Peugeot,5008,2009,Prata,Reino Unido,6130,172731,Usado
Audi,Q5,2014,Prata,Itália,29399,98171,Usado
Peugeot,3008,2006,Preto,Itália,36151,98885,Usado
Audi,A4,2018,Vermelho,Países Baixos,22672,48185,Usado
Peugeot,208,2012,Vermelho,Alemanha,54750,122853,Usado
Volkswagen,Passat,2019,Azul,Itália,59005,165263,Usado
Audi,Q3,2000,Cinza,Polônia,14554,101323,Usado
Peugeot,208,2007,Branco,Portugal,18245,143533,Usado
Ford,Fiesta,2014,Branco,Portugal,10286,188501,Usado
BMW,Serie 1,2007,Prata,França,20530,193199,Usado
Fiat,500,2014,Branco,Reino Unido,40082,189737,Usado
Mercedes,Classe A,2001,Cinza,Portugal,30140,58627,Usado
Mercedes,Classe C,2001,Cinza,Reino Unido,34258,228612,Usado
Mercedes,GLC,2014,Prata,Itália,26184,65384,Usado
Volkswagen,Passat,2009,Vermelho,França,26391,220989,Usado
Peugeot,5008,2008,Branco,França,59580,209717,Usado
Audi,A4,2013,Preto,Países Baixos,30723,241413,Usado
Peugeot,5008,2017,Azul,Reino Unido,40517,154159,Usado
Ford,Fiesta,2013,Branco,Polônia,49930,151581,Usado
BMW,X3,2007,Azul,Itália,4251,60422,Usado
Fiat,Tipo,2022,Verde,França,26581,69206,Usado
Ford,Focus,2022,Prata,Polônia,24198,196767,Usado
Mercedes,Classe A,2015,Preto,Portugal,47424,27583,Usado
Volkswagen,Tiguan,2010,Azul,Países Baixos,57059,100464,Usado
Renault,Captur,2002,Cinza,Alemanha,35900,184247,Usado
Audi,A4,2022,Cinza,Polônia,6438,62600,Usado
Audi,A4,2021,Cinza,Alemanha,58924,67782,Usado
Peugeot,3008,2017,Branco,Países Baixos,33163,126057,Usado
Renault,Clio,2014,Azul,Alemanha,49421,223790,Usado
BMW,X3,2015,Prata,Espanha,21589,227693,Usado
BMW,Serie 3,2009,Preto,Polônia,30921,187334,Usado
Peugeot,5008,2020,Preto,Reino Unido,53697,198223,Usado
Volkswagen,Passat,2005,Prata,Polônia,14666,211733,Usado
BMW,Serie 1,2014,Preto,Países Baixos,19363,180296,Usado
BMW,Serie 3,2016,Azul,Portugal,25051,177509,Usado
BMW,Serie 1,2013,Branco,Reino Unido,55592,209078,Usado
Ford,Mondeo,2020,Prata,Alemanha,41095,207715,Usado
Audi,A3,2004,Azul,Polônia,59843,165393,Usado
BMW,X3,2022,Vermelho,Países Baixos,13483,88574,Usado
Ford,Mondeo,2008,Verde,Espanha,32645,138607,Usado
Renault,Megane,2000,Branco,Alemanha,24206,109390,Usado
Audi,A3,2006,Azul,França,14978,238812,Usado
Mercedes,Classe A,2018,Cinza,França,23165,64238,Usado
Fiat,Punto,2019,Verde,Portugal,55119,22300,Usado
Volkswagen,Tiguan,2011,Vermelho,Reino Unido,29567,162214,Usado
Audi,Q5,2004,Cinza,Países Baixos,57627,249741,Usado
Ford,Mondeo,2016,Preto,Reino Unido,41930,185373,Usado
Peugeot,3008,2021,Branco,Países Baixos,49644,229714,Usado
Renault,Captur,2018,Branco,Países Baixos,13942,93965,Usado
Fiat,Panda,2000,Branco,Países Baixos,11443,201316,Usado
BMW,X1,2000,Branco,Espanha,33243,20315,Usado
BMW,X1,2012,Preto,Itália,34001,197819,Usado
Mercedes,GLA,2008,Cinza,Países Baixos,3037,194853,Usado
BMW,Serie 3,2019,Azul,Alemanha,53015,36133,Usado
BMW,Serie 5,2011,Cinza,Alemanha,23382,111773,Usado
BMW,Serie 1,2021,Branco,Itália,43200,177886,Usado
Audi,Q5,2003,Cinza,Polônia,6155,191568,Usado
Ford,Mondeo,2010,Azul,França,59185,25472,Usado
Renault,Captur,2021,Branco,Alemanha,35719,41806,Usado
Mercedes,GLC,2018,Vermelho,Reino Unido,23048,171609,Usado
Volkswagen,Tiguan,2015,Prata,Polônia,42991,159562,Usado
Fiat,Punto,2007,Branco,Países Baixos,36180,124507,Usado
Ford,Focus,2022,Prata,Reino Unido,38794,155408,Usado
Volkswagen,Golf,2016,Preto,Países Baixos,34187,234118,Usado
Audi,Q3,2006,Prata,Itália,23486,126989,Usado
BMW,Serie 5,2010,Branco,Reino Unido,50853,37562,Usado
BMW,X1,2001,Verde,Polônia,44468,32638,Usado
Audi,A4,2000,Branco,Itália,23663,161602,Usado
Audi,Q3,2019,Branco,Espanha,25998,197809,Usado
Volkswagen,Golf,2008,Vermelho,Reino Unido,29202,16400,Usado
Renault,Clio,2009,Cinza,Polônia,18783,45855,Usado
Renault,Captur,2013,Branco,Portugal,41581,170397,Usado
Mercedes,Classe A,2013,Azul,Países Baixos,58096,147953,Usado
Peugeot,5008,2002,Preto,Itália,18399,192208,Usado
Renault,Talisman,2006,Preto,Espanha,54279,170988,Usado
BMW,X3,2016,Cinza,Polônia,16419,82545,Usado
Fiat,Panda,2022,Prata,Espanha,54532,56186,Usado
Audi,Q3,2005,Preto,Itália,52863,130690,Usado
BMW,Serie 1,2010,Cinza,Itália,42199,172603,Usado
Fiat,500,2015,Preto,Itália,29671,9431,Usado
Fiat,Punto,2000,Preto,Países Baixos,36315,184910,Usado
Peugeot,308,2007,Cinza,Polônia,33799,161411,Usado
BMW,X3,2003,Verde,Reino Unido,22954,141186,Usado
Ford,Fiesta,2016,Preto,França,54041,191627,Usado
Mercedes,Classe A,2006,Branco,Itália,11966,76069,Usado
Fiat,500,2005,Branco,França,43725,174546,Usado
Peugeot,5008,2014,Prata,Países Baixos,45405,88078,Usado
Audi,Q3,2007,Prata,Alemanha,41887,204827,Usado
Audi,Q5,2004,Branco,Polônia,45617,177530,Usado
Audi,A4,2011,Vermelho,Itália,55043,27689,Usado
Mercedes,GLA,2002,Cinza,Reino Unido,10807,113983,Usado
Renault,Captur,2000,Cinza,Reino Unido,37080,22052,Usado
Mercedes,Classe A,2013,Azul,Reino Unido,45600,212506,Usado
Fiat,Panda,2006,Branco,França,24505,156013,Usado
Renault,Megane,2017,Preto,Polônia,38665,169381,Usado
Audi,A3,2008,Preto,Espanha,15203,112030,Usado
BMW,Serie 1,2000,Cinza,Polônia,26013,174636,Usado
Renault,Clio,2013,Verde,Polônia,50718,16567,Usado
Peugeot,308,2011,Preto,Portugal,18743,182487,Usado
Fiat,500,2004,Verde,Alemanha,59592,153650,Usado
Ford,Kuga,2011,Prata,Portugal,6166,123150,Usado
Audi,Q3,2017,Branco,Alemanha,35848,149179,Usado
Peugeot,3008,2003,Cinza,Portugal,12054,64861,Usado
Volkswagen,Golf,2015,Preto,Portugal,5144,7787,Usado
Peugeot,5008,2019,Branco,Espanha,35974,177448,Usado
Peugeot,308,2002,Azul,França,35175,177820,Usado
Peugeot,208,2003,Preto,Portugal,49813,151219,Usado
Peugeot,208,2015,Branco,Portugal,37707,155407,Usado
Fiat,500,2005,Preto,Polônia,8691,199600,Usado
Volkswagen,Polo,2004,Branco,Países Baixos,59024,155614,Usado
Renault,Clio,2007,Branco,Alemanha,52855,183161,Usado
BMW,Serie 3,2006,Azul,Países Baixos,32430,49060,Usado
BMW,X3,2015,Vermelho,Reino Unido,45573,44824,Usado
Ford,Kuga,2006,Vermelho,Portugal,28148,158665,Usado
Renault,Megane,2018,Preto,Reino Unido,21539,39800,Usado
Audi,A4,2000,Azul,Alemanha,12697,166889,Usado
Peugeot,208,2017,Vermelho,Portugal,3116,74068,Usado
Volkswagen,Tiguan,2007,Prata,Itália,17014,144371,Usado
Peugeot,208,2006,Preto,Espanha,51264,117065,Usado
Renault,Megane,2004,Cinza,Reino Unido,5763,217482,Usado
Peugeot,308,2019,Branco,Polônia,20584,245486,Usado
Volkswagen,Polo,2020,Cinza,Itália,37015,190740,Usado
Mercedes,GLC,2000,Prata,Alemanha,56033,136940,Usado
Renault,Clio,2017,Preto,Países Baixos,46950,239812,Usado
Fiat,Tipo,2004,Vermelho,Reino Unido,54818,9220,Usado
BMW,Serie 5,2016,Preto,Países Baixos,37408,155752,Usado
Fiat,Tipo,2014,Verde,Polônia,20289,156759,Usado
Volkswagen,Passat,2016,Cinza,Polônia,24285,35549,Usado
Mercedes,Classe C,2021,Prata,Países Baixos,52379,27775,Usado
Peugeot,5008,2000,Preto,Espanha,59948,243725,Usado
Audi,Q3,2014,Cinza,Polônia,38900,11093,Usado
Renault,Talisman,2012,Preto,Espanha,36957,64428,Usado
BMW,X1,2003,Cinza,Portugal,44031,60988,Usado
Audi,A4,2016,Preto,Alemanha,4524,142185,Usado
Audi,Q5,2004,Branco,Reino Unido,53014,104091,Usado
Renault,Megane,2006,Azul,França,18204,233463,Usado
Volkswagen,Polo,2010,Prata,Alemanha,59367,239899,Usado
Ford,Kuga,2021,Prata,França,15901,176893,Usado
Fiat,Panda,2011,Cinza,Países Baixos,30396,152012,Usado
Renault,Megane,2014,Preto,Polônia,58008,82074,Usado
Ford,Kuga,2011,Preto,Polônia,50204,23325,Usado
Audi,Q3,2004,Branco,Itália,24395,36210,Usado
Audi,Q5,2008,Cinza,França,56203,129792,Usado
Renault,Captur,2012,Branco,Portugal,16450,239116,Usado
Renault,Talisman,2011,Azul,Portugal,48757,175464,Usado
BMW,Serie 1,2010,Branco,Portugal,33936,9030,Usado
Mercedes,Classe C,2005,Prata,Reino Unido,46276,190782,Usado
Mercedes,Classe C,2002,Branco,Reino Unido,27125,175249,Usado
Audi,Q5,2005,Preto,Itália,18553,9466,Usado
Volkswagen,Polo,2021,Vermelho,Países Baixos,31979,6081,Usado
Volkswagen,Passat,2011,Branco,Alemanha,41742,119713,Usado
Audi,Q5,2020,Azul,Itália,46381,15910,Usado
BMW,Serie 1,2012,Cinza,Itália,51617,60781,Usado
Ford,Fiesta,2018,Branco,França,59990,93307,Usado
Audi,Q5,2010,Azul,Reino Unido,47881,16365,Usado
Audi,Q3,2016,Vermelho,Itália,52898,11600,Usado
Fiat,Tipo,2001,Preto,Reino Unido,20914,132031,Usado
Audi,Q5,2002,Verde,Espanha,15719,191292,Usado
Fiat,Tipo,2008,Vermelho,Portugal,32521,110714,Usado
Fiat,Punto,2002,Branco,Polônia,15371,248343,Usado
Fiat,500,2006,Prata,Países Baixos,39394,52849,Usado
Fiat,500,2002,Preto,Alemanha,12329,248612,Usado
Renault,Talisman,2011,Preto,Países Baixos,51715,170913,Usado
Ford,Focus,2017,Prata,Alemanha,40862,242674,Usado
Fiat,Punto,2022,Cinza,Polônia,44897,248295,Usado
BMW,X1,2018,Azul,Países Baixos,56805,63119,Usado
Volkswagen,Polo,2011,Azul,Itália,39717,144947,Usado
Volkswagen,Tiguan,2015,Branco,Reino Unido,28330,172813,Usado
Ford,Kuga,2017,Azul,França,46187,140925,Usado
BMW,Serie 5,2006,Azul,Polônia,58917,175964,Usado
Mercedes,GLC,2017,Cinza,Reino Unido,21352,38281,Usado
Audi,Q5,2012,Vermelho,Alemanha,31946,199219,Usado
Fiat,Punto,2018,Branco,Itália,33505,230840,Usado
Renault,Talisman,2022,Branco,Países Baixos,35621,78903,Usado
BMW,X1,2016,Azul,Reino Unido,25639,38036,Usado
Fiat,Tipo,2021,Branco,Polônia,21514,192397,Usado
Peugeot,5008,2011,Branco,Espanha,21631,227474,Usado
BMW,X3,2014,Prata,França,57848,112430,Usado
Fiat,Panda,2019,Branco,França,41317,75456,Usado
Ford,Fiesta,2006,Preto,Portugal,55383,37542,Usado
Ford,Mondeo,2013,Cinza,Portugal,31169,211691,Usado
Mercedes,GLC,2004,Branco,Reino Unido,10681,68829,Usado
Ford,Focus,2017,Branco,Espanha,51243,12133,Usado
